transaction_id,customer_id,transaction_date,transaction_amount,transaction_type,channel,merchant_category,merchant_name,customer_segment,fraud_flag,fraud_type,risk_score,fraud_rule_score,ml_anomaly_score_norm,final_risk_score,final_alert_tier,rules_triggered,alert_tier,chargeback_flag,refund_flag,reversal_flag,net_pnl_impact,fraud_loss,chargeback_loss
TXN-00033594,CUST-000376,2024-10-07,3118.3,Purchase,ATM,Grocery & Supermarkets,Sainsbury's,Retail,1,Mule Account,99,26.95,92.97,71.97,VERY HIGH,5,Yellow,1,0,0,-3221.41,0.0,3274.22
TXN-00027020,CUST-007481,2023-12-31,1289.89,Purchase,Branch,Financial Services / Money Transfer,PayPal,Retail,1,Card Not Present Fraud,95,31.91,91.85,71.97,VERY HIGH,6,Yellow,1,0,0,-1332.57,0.0,1354.38
TXN-00037612,CUST-000481,2023-08-21,16988.18,Purchase,Internet Banking,Retail / General Merchandise,Costco,Premium,1,SIM Swap,97,26.24,96.06,71.95,VERY HIGH,5,Yellow,1,1,0,-37085.64,16988.18,17837.59
TXN-00044435,CUST-002716,2023-11-21,1270.03,Deposit,Internet Banking,Financial Services / Money Transfer,Wise,Retail,1,Identity Theft,90,35.46,93.42,71.94,VERY HIGH,7,Yellow,1,0,0,-2606.25,1270.03,1333.53
TXN-00009780,CUST-004994,2023-01-05,57542.2,Deposit,API/Open Banking,Fuel & Petroleum,TotalEnergies,Premium,1,SIM Swap,86,37.59,95.59,71.93,VERY HIGH,7,Yellow,0,1,0,-8746.8,0.0,0.0
TXN-00013424,CUST-003386,2024-05-29,224993.39,Purchase,ATM,Government & Taxes,HMRC,Corporate,1,Phishing,100,20.57,99.09,71.93,VERY HIGH,4,Yellow,1,0,0,-460224.13,224993.39,236243.06
TXN-00031119,CUST-006421,2024-08-11,1372.5,Transfer,ATM,Financial Services / Money Transfer,Western Union,NRI / Diaspora,1,Mule Account,94,31.91,92.84,71.92,VERY HIGH,6,Yellow,1,0,0,-1438.8,0.0,1441.12
TXN-00023163,CUST-003725,2024-11-18,811.5,Purchase,Call Centre,Financial Services / Money Transfer,Western Union,Retail,1,Authorised Push Payment,100,26.24,92.44,71.92,VERY HIGH,5,Yellow,1,0,1,-1650.14,811.5,852.08
TXN-00049124,CUST-002919,2024-02-17,4408.71,Withdrawal,API/Open Banking,Fuel & Petroleum,Shell,Retail,1,Identity Theft,88,37.59,93.19,71.91,VERY HIGH,7,Yellow,0,0,0,-4413.34,4408.71,0.0
TXN-00044400,CUST-007419,2023-04-19,7681.88,Purchase,Mobile Banking,Fuel & Petroleum,Chevron,Retail,1,Card Not Present Fraud,92,32.62,94.3,71.91,VERY HIGH,6,Yellow,1,0,0,-15617.6,7681.88,8065.97
TXN-00015546,CUST-004267,2023-12-25,41328.19,Wire Transfer,POS Terminal,Hotels & Accommodation,Hilton,Premium,1,Card Not Present Fraud,91,32.62,95.3,71.86,VERY HIGH,6,Yellow,1,0,0,-43188.37,0.0,43394.6
TXN-00017175,CUST-005770,2024-05-30,2664.04,Wire Transfer,USSD,Online Marketplaces,Alibaba,Student,1,Identity Theft,92,33.33,93.29,71.85,VERY HIGH,6,Yellow,1,0,0,-5448.36,2664.04,2797.24
TXN-00006935,CUST-006297,2024-09-05,3055.19,Interest Credit,Mobile Banking,Retail / General Merchandise,Costco,Retail,1,Authorised Push Payment,99,26.95,92.57,71.85,VERY HIGH,5,Yellow,1,0,0,-6269.66,3055.19,3207.95
TXN-00000983,CUST-001834,2023-09-26,100149.08,Withdrawal,Mobile Banking,Healthcare & Pharmacy,Walgreens,SME,1,SIM Swap,93,29.08,97.09,71.85,VERY HIGH,5,Yellow,1,0,0,-205406.1,100149.08,105156.53
TXN-00010763,CUST-001641,2024-04-20,13938.33,Deposit,POS Terminal,Healthcare & Pharmacy,Boots,Premium,1,SIM Swap,100,24.82,93.82,71.83,VERY HIGH,5,Yellow,1,0,0,-14663.35,0.0,14635.25
TXN-00040956,CUST-005345,2024-04-08,1049.01,Transfer,POS Terminal,Grocery & Supermarkets,Tesco,Student,1,Account Takeover,99,26.95,92.41,71.81,VERY HIGH,5,Yellow,1,0,0,-1099.83,0.0,1101.46
TXN-00028088,CUST-006392,2024-11-09,5520.08,Chargeback,USSD,Grocery & Supermarkets,Tesco,Retail,1,Authorised Push Payment,89,36.88,92.48,71.8,VERY HIGH,7,Yellow,1,0,0,-5807.26,0.0,5796.08
TXN-00021196,CUST-007319,2024-08-28,5020.34,Purchase,Internet Banking,Fuel & Petroleum,Chevron,Retail,1,Phishing,93,32.62,92.79,71.8,VERY HIGH,6,Yellow,1,0,0,-5186.12,0.0,5271.36
TXN-00035733,CUST-003737,2023-08-17,13150.51,Deposit,ATM,Gaming & Gambling,Unibet,Private Banking,1,Authorised Push Payment,94,29.79,94.91,71.8,VERY HIGH,6,Yellow,1,0,0,-26985.1,13150.51,13808.04
TXN-00002857,CUST-003461,2024-05-11,6261.27,Transfer,ATM,Healthcare & Pharmacy,Walgreens,Retail,1,Identity Theft,93,32.62,92.75,71.79,VERY HIGH,6,Yellow,1,0,0,-6562.21,0.0,6574.33
TXN-00035608,CUST-004500,2024-03-29,4057.03,Purchase,POS Terminal,Online Marketplaces,Lazada,Retail,1,Friendly Fraud,100,24.82,93.66,71.78,VERY HIGH,5,Yellow,1,0,0,-4191.37,0.0,4259.88
TXN-00000187,CUST-002890,2023-09-13,208213.83,Purchase,Mobile Banking,Electronics & Technology,Samsung,Corporate,1,Synthetic Identity,100,20.57,98.61,71.78,VERY HIGH,4,Yellow,1,0,0,-215085.01,0.0,218624.52
TXN-00025506,CUST-005849,2024-01-03,17002.54,Transfer,API/Open Banking,Retail / General Merchandise,Best Buy,Retail,1,Mule Account,90,33.33,95.36,71.77,VERY HIGH,6,Yellow,1,0,0,-34821.68,17002.54,17852.67
TXN-00040495,CUST-002170,2023-09-23,2063.48,Transfer,Internet Banking,Utilities & Telecom,Vodafone,Retail,1,Account Takeover,100,26.24,91.97,71.77,VERY HIGH,5,Yellow,0,0,0,-2059.56,2063.48,0.0
TXN-00049035,CUST-000631,2023-04-09,20667.43,Purchase,Internet Banking,Restaurants & Food Delivery,Uber Eats,SME,1,Account Takeover,100,24.11,94.39,71.76,VERY HIGH,5,Yellow,1,0,0,-21349.93,0.0,21700.8
TXN-00000757,CUST-006061,2024-06-29,7038.82,Purchase,API/Open Banking,Fuel & Petroleum,Shell,Retail,1,SIM Swap,92,33.33,92.95,71.75,VERY HIGH,6,Yellow,1,0,0,-7271.46,0.0,7390.76
TXN-00017353,CUST-001483,2024-05-05,30724.39,Deposit,ATM,Retail / General Merchandise,Best Buy,Premium,1,Friendly Fraud,95,29.08,94.41,71.75,VERY HIGH,5,Yellow,1,0,0,-32322.37,0.0,32260.61
TXN-00001782,CUST-003068,2023-03-06,3206.55,Refund,Internet Banking,Travel & Airlines,British Airways,Student,1,Phishing,89,34.75,94.74,71.73,VERY HIGH,6,Yellow,1,1,0,-7061.24,3206.55,3366.88
TXN-00020903,CUST-001935,2024-11-18,240493.13,Deposit,Mobile Banking,Electronics & Technology,Apple Store,Private Banking,1,Synthetic Identity,88,33.33,97.53,71.72,VERY HIGH,6,Yellow,0,0,0,-240974.41,240493.13,0.0
TXN-00004023,CUST-007382,2024-09-30,4339.36,Fee Charge,Branch,Grocery & Supermarkets,Whole Foods,Retail,1,Phishing,97,26.95,94.4,71.7,VERY HIGH,5,Yellow,1,0,0,-8904.81,4339.36,4556.33
TXN-00022295,CUST-005998,2023-12-11,50010.46,Wire Transfer,Mobile Banking,Retail / General Merchandise,Amazon,SME,1,SIM Swap,100,22.7,95.86,71.7,VERY HIGH,4,Yellow,1,0,1,-52261.38,0.0,52510.98
TXN-00039194,CUST-000345,2023-09-10,5052.38,Refund,USSD,Education,Coursera,Retail,1,Mule Account,86,37.59,94.73,71.68,VERY HIGH,7,Yellow,0,1,0,-5820.79,5052.38,0.0
TXN-00004083,CUST-003231,2023-01-09,11907.76,Fee Charge,Mobile Banking,Financial Services / Money Transfer,Remitly,Premium,1,Mule Account,100,25.53,92.42,71.66,VERY HIGH,5,Yellow,0,0,0,-11931.86,11907.76,0.0
TXN-00011546,CUST-000587,2024-11-19,6790.46,Transfer,API/Open Banking,Travel & Airlines,Emirates,Retail,1,Account Takeover,91,33.33,93.78,71.65,VERY HIGH,6,Yellow,1,0,0,-13907.02,6790.46,7129.98
TXN-00018819,CUST-005961,2023-12-09,19948.74,Withdrawal,Mobile Banking,Auto & Transportation,Uber,Retail,1,Authorised Push Payment,91,33.33,93.78,71.65,VERY HIGH,6,Yellow,0,0,0,-19968.83,19948.74,0.0
TXN-00022148,CUST-003446,2024-08-16,9444.94,Deposit,Mobile Banking,Retail / General Merchandise,Target,Premium,1,First Party Fraud,100,24.11,93.98,71.63,VERY HIGH,5,Yellow,1,0,0,-19381.39,9444.94,9917.19
TXN-00025585,CUST-001158,2023-12-26,736190.16,Payment,ATM,Grocery & Supermarkets,Whole Foods,Corporate,1,SIM Swap,91,29.08,98.64,71.62,VERY HIGH,5,Yellow,1,0,0,-1509926.37,736190.16,772999.67
TXN-00013925,CUST-006520,2023-07-13,2903.36,Transfer,Internet Banking,Travel & Airlines,British Airways,Retail,1,Phishing,99,26.24,92.63,71.62,VERY HIGH,5,Yellow,1,0,0,-5946.48,2903.36,3048.53
TXN-00040597,CUST-006301,2023-03-20,121936.16,Purchase,POS Terminal,Fuel & Petroleum,ExxonMobil,SME,1,Synthetic Identity,91,31.21,96.12,71.61,VERY HIGH,6,Yellow,0,0,0,2072.66,0.0,0.0
TXN-00049907,CUST-001284,2024-03-27,2858.5,Fee Charge,Internet Banking,Fuel & Petroleum,BP,Retail,1,Account Takeover,100,25.53,92.11,71.57,VERY HIGH,5,Yellow,0,0,0,-2864.41,2858.5,0.0
TXN-00036817,CUST-002944,2024-01-23,98777.53,Payment,POS Terminal,Electronics & Technology,Apple Store,SME,1,First Party Fraud,92,29.08,97.29,71.56,VERY HIGH,5,Yellow,1,0,0,-202593.03,98777.53,103716.41
TXN-00041328,CUST-007723,2024-11-18,13790.16,Deposit,ATM,Fuel & Petroleum,Chevron,Retail,1,SIM Swap,95,29.08,93.75,71.55,VERY HIGH,5,Yellow,1,0,0,-14507.52,0.0,14479.67
TXN-00046612,CUST-006152,2024-11-21,15759.49,Purchase,Internet Banking,Online Marketplaces,Etsy,Premium,1,Authorised Push Payment,94,28.37,95.74,71.55,VERY HIGH,5,Yellow,1,1,0,-34403.22,15759.49,16547.46
TXN-00003161,CUST-002934,2024-06-12,7734.13,Deposit,Mobile Banking,Travel & Airlines,Emirates,Premium,1,Mule Account,97,26.24,94.62,71.52,VERY HIGH,5,Yellow,1,0,0,-15870.62,7734.13,8120.84
TXN-00044845,CUST-007642,2023-05-18,10778.0,Transfer,Internet Banking,Travel & Airlines,United Airlines,Retail,1,Authorised Push Payment,89,34.75,93.98,71.51,VERY HIGH,6,Yellow,1,0,0,-22073.59,10778.0,11316.9
TXN-00047200,CUST-000042,2023-06-07,11294.2,Fee Charge,ATM,Retail / General Merchandise,Target,Premium,1,Account Takeover,97,26.95,93.76,71.51,VERY HIGH,5,Yellow,1,0,0,-23176.01,11294.2,11858.91
TXN-00006229,CUST-005573,2024-12-05,195144.93,Deposit,ATM,Grocery & Supermarkets,Tesco,Corporate,1,Account Takeover,100,20.57,97.57,71.47,VERY HIGH,4,Yellow,1,0,0,-205292.58,0.0,204902.18
TXN-00022819,CUST-002683,2024-08-03,2185.0,Transfer,Mobile Banking,Financial Services / Money Transfer,Remitly,Retail,1,Card Not Present Fraud,100,25.53,91.71,71.45,VERY HIGH,5,Yellow,0,0,0,-2181.0,2185.0,0.0
TXN-00020758,CUST-006474,2024-06-28,2214.95,Deposit,API/Open Banking,Healthcare & Pharmacy,Walgreens,Student,1,First Party Fraud,90,33.33,94.29,71.45,VERY HIGH,6,Yellow,1,0,0,-4545.58,2214.95,2325.7
TXN-00019670,CUST-000706,2023-08-26,38595.96,Refund,API/Open Banking,Travel & Airlines,United Airlines,NRI / Diaspora,1,Phishing,83,38.3,96.61,71.44,VERY HIGH,7,Yellow,0,1,0,-44462.72,38595.96,0.0
TXN-00027376,CUST-006391,2024-08-07,9292.87,Purchase,Branch,Entertainment & Streaming,Apple TV+,Retail,1,Identity Theft,95,29.08,93.35,71.43,VERY HIGH,5,Yellow,1,0,0,-9599.72,0.0,9757.51
TXN-00000655,CUST-000677,2023-01-29,1644.9,Purchase,ATM,Restaurants & Food Delivery,DoorDash,Retail,1,Account Takeover,98,26.95,92.33,71.43,VERY HIGH,5,Yellow,1,0,0,-1699.55,0.0,1727.15
TXN-00015348,CUST-004635,2023-09-11,31.91,Purchase,Branch,Financial Services / Money Transfer,Remitly,Retail,1,Friendly Fraud,96,29.79,91.29,71.41,VERY HIGH,6,Yellow,1,0,0,-65.29,31.91,33.51
TXN-00000548,CUST-006634,2023-12-28,8990.62,Transfer,Mobile Banking,Grocery & Supermarkets,Sainsbury's,Premium,1,First Party Fraud,100,24.11,93.22,71.4,VERY HIGH,5,Yellow,1,0,0,-9422.46,0.0,9440.15
TXN-00003361,CUST-004103,2024-06-02,16703.05,Withdrawal,Internet Banking,Fuel & Petroleum,BP,Premium,1,First Party Fraud,100,26.24,90.72,71.4,VERY HIGH,5,Yellow,0,0,0,-16.88,0.0,0.0
TXN-00029614,CUST-003939,2024-11-03,9959.16,Payment,Internet Banking,Restaurants & Food Delivery,DoorDash,Retail,1,Synthetic Identity,95,29.08,93.25,71.4,VERY HIGH,5,Yellow,1,0,0,-10467.34,0.0,10457.12
TXN-00026756,CUST-007464,2024-05-13,10190.68,Transfer,Internet Banking,Electronics & Technology,Samsung,Retail,1,Card Not Present Fraud,95,29.08,93.19,71.38,VERY HIGH,5,Yellow,1,0,0,-10680.3,0.0,10700.21
TXN-00001223,CUST-001815,2024-01-02,2677.64,Withdrawal,ATM,Financial Services / Money Transfer,Western Union,Retail,1,Phishing,99,26.95,90.97,71.37,VERY HIGH,5,Yellow,0,0,0,-2.79,0.0,0.0
TXN-00032252,CUST-007746,2024-09-17,7428.51,Purchase,Mobile Banking,Financial Services / Money Transfer,Wise,Premium,1,Synthetic Identity,100,24.11,93.09,71.37,VERY HIGH,5,Yellow,0,0,1,125.98,0.0,0.0
TXN-00029719,CUST-002086,2024-12-17,25183.8,Purchase,POS Terminal,Grocery & Supermarkets,Kroger,Premium,1,Friendly Fraud,94,29.08,94.31,71.37,VERY HIGH,5,Yellow,1,0,0,-26015.22,0.0,26442.99
TXN-00001372,CUST-006148,2024-09-19,8980.63,Refund,Call Centre,Retail / General Merchandise,Costco,Premium,1,Identity Theft,92,31.21,94.14,71.37,VERY HIGH,6,Yellow,0,1,1,-1365.42,0.0,0.0
TXN-00026509,CUST-004856,2024-09-29,3314.73,Transfer,POS Terminal,Grocery & Supermarkets,Sainsbury's,Retail,1,Identity Theft,100,24.11,93.07,71.36,VERY HIGH,5,Yellow,1,0,0,-6788.7,3314.73,3480.47
TXN-00043486,CUST-001623,2023-01-28,23229.31,Withdrawal,ATM,Grocery & Supermarkets,Tesco,Premium,1,SIM Swap,94,29.08,94.28,71.36,VERY HIGH,5,Yellow,1,0,0,-24414.32,0.0,24390.78
TXN-00010707,CUST-006982,2024-04-15,5924.38,Reversal,Internet Banking,Luxury Goods,Rolex,Premium,1,Authorised Push Payment,92,31.91,93.27,71.35,VERY HIGH,6,Yellow,1,0,1,-12157.24,5924.38,6220.6
TXN-00032295,CUST-002443,2023-01-16,355613.47,Transfer,Mobile Banking,Restaurants & Food Delivery,DoorDash,SME,1,Card Not Present Fraud,90,29.08,98.83,71.33,VERY HIGH,5,Yellow,1,0,0,-728296.58,355613.47,373394.14
TXN-00047847,CUST-006806,2024-05-10,43317.22,Deposit,API/Open Banking,Utilities & Telecom,Comcast,SME,1,Synthetic Identity,91,31.21,95.2,71.33,VERY HIGH,6,Yellow,0,0,0,-43404.27,43317.22,0.0
TXN-00037098,CUST-007500,2024-03-15,306056.27,Refund,Mobile Banking,Restaurants & Food Delivery,Domino's,Private Banking,1,Card Not Present Fraud,87,31.91,99.01,71.32,VERY HIGH,6,Yellow,0,1,0,-352577.17,306056.27,0.0
TXN-00015994,CUST-001753,2023-02-03,1054.01,Payment,Mobile Banking,Utilities & Telecom,Verizon,Retail,1,Friendly Fraud,100,24.11,92.83,71.29,VERY HIGH,5,Yellow,1,0,0,-1108.19,0.0,1106.71
TXN-00024552,CUST-001797,2023-07-27,3025.79,Purchase,Mobile Banking,Grocery & Supermarkets,Whole Foods,SME,1,Authorised Push Payment,97,29.08,90.54,71.29,VERY HIGH,6,Yellow,1,0,0,-3126.05,0.0,3177.08
TXN-00036645,CUST-007075,2023-03-10,8116.85,Deposit,Mobile Banking,Hotels & Accommodation,IHG,Premium,1,SIM Swap,99,24.11,93.99,71.29,VERY HIGH,5,Yellow,1,0,0,-16655.97,8116.85,8522.69
TXN-00038961,CUST-006860,2024-12-08,14525.76,Deposit,Mobile Banking,Fuel & Petroleum,TotalEnergies,Premium,1,Authorised Push Payment,97,26.95,92.98,71.28,VERY HIGH,5,Yellow,1,0,0,-15281.37,0.0,15252.05
TXN-00011795,CUST-006259,2024-02-27,209609.03,Transfer,POS Terminal,Government & Taxes,Council Tax,Corporate,1,Mule Account,100,20.57,96.84,71.25,VERY HIGH,4,Yellow,1,0,0,-219670.65,0.0,220089.48
TXN-00008722,CUST-004349,2024-03-03,462428.83,Purchase,Mobile Banking,Healthcare & Pharmacy,Apollo Pharmacy,Corporate,1,SIM Swap,89,31.21,97.2,71.23,VERY HIGH,6,Yellow,0,0,0,7861.12,0.0,0.0
TXN-00009735,CUST-007334,2023-08-09,11666.91,Chargeback,Mobile Banking,Restaurants & Food Delivery,Uber Eats,Premium,1,Mule Account,97,26.24,93.67,71.23,VERY HIGH,5,Yellow,0,0,0,-11690.69,11666.91,0.0
TXN-00038359,CUST-002803,2023-06-24,7894.1,Withdrawal,Mobile Banking,Electronics & Technology,Samsung,Student,1,Account Takeover,87,36.17,93.69,71.22,VERY HIGH,7,Yellow,0,0,0,-7902.28,7894.1,0.0
TXN-00002692,CUST-002650,2023-12-01,43048.41,Purchase,USSD,Restaurants & Food Delivery,McDonald's,Premium,1,Authorised Push Payment,90,31.91,95.17,71.22,VERY HIGH,6,Yellow,0,0,0,-42316.96,43048.41,0.0
TXN-00048353,CUST-001372,2024-12-20,2584.85,Transfer,Branch,Auto & Transportation,National Car,Retail,1,Card Not Present Fraud,100,24.11,92.57,71.21,VERY HIGH,5,Yellow,1,0,0,-2709.17,0.0,2714.09
TXN-00003249,CUST-003036,2023-08-23,10586.72,Payment,API/Open Banking,Grocery & Supermarkets,Tesco,Retail,1,Identity Theft,87,36.17,93.59,71.19,VERY HIGH,7,Yellow,0,0,0,-10597.69,10586.72,0.0
TXN-00031483,CUST-002191,2024-05-23,6414.16,Deposit,Branch,Hotels & Accommodation,Hyatt,Retail,1,Phishing,91,32.62,93.07,71.19,VERY HIGH,6,Yellow,1,0,0,-6748.1,0.0,6734.87
TXN-00026998,CUST-000706,2024-04-29,47015.3,Wire Transfer,Internet Banking,Electronics & Technology,Samsung,NRI / Diaspora,1,Friendly Fraud,86,36.17,94.74,71.18,VERY HIGH,7,Yellow,0,0,0,234.76,0.0,0.0
TXN-00024013,CUST-001141,2023-05-16,73365.84,Purchase,Internet Banking,Financial Services / Money Transfer,Western Union,Corporate,1,Phishing,88,31.21,98.15,71.17,VERY HIGH,6,Yellow,1,0,0,-149153.06,73365.84,77034.13
TXN-00027826,CUST-003043,2023-12-21,1983.15,Purchase,ATM,Online Marketplaces,Lazada,Retail,1,Synthetic Identity,99,24.11,93.57,71.16,VERY HIGH,5,Yellow,1,0,0,-4032.17,1983.15,2082.31
TXN-00006653,CUST-002634,2023-07-09,1503.45,Wire Transfer,POS Terminal,Financial Services / Money Transfer,Remitly,Retail,1,Friendly Fraud,100,25.53,90.72,71.15,VERY HIGH,5,Yellow,0,0,0,-1496.34,1503.45,0.0
TXN-00023210,CUST-004085,2024-05-10,154.49,Purchase,ATM,Financial Services / Money Transfer,MoneyGram,Retail,1,Mule Account,95,29.79,91.58,71.15,VERY HIGH,6,Yellow,1,0,0,-159.71,0.0,162.21
TXN-00048930,CUST-006094,2023-03-13,27518.78,Purchase,Internet Banking,Retail / General Merchandise,Target,Premium,1,First Party Fraud,93,29.08,94.74,71.15,VERY HIGH,5,Yellow,1,0,0,-28427.07,0.0,28894.72
TXN-00003796,CUST-001161,2023-10-13,193767.4,Payment,ATM,Utilities & Telecom,Comcast,Corporate,1,Card Not Present Fraud,99,20.57,97.63,71.14,VERY HIGH,4,Yellow,1,0,0,-203649.84,0.0,203455.77
TXN-00003403,CUST-007731,2024-07-04,25999.03,Withdrawal,API/Open Banking,Fuel & Petroleum,ExxonMobil,Premium,1,Identity Theft,90,31.21,95.64,71.12,VERY HIGH,6,Yellow,1,0,0,-53324.19,25999.03,27298.98
TXN-00047311,CUST-007212,2024-09-13,2082.18,Purchase,Internet Banking,Online Marketplaces,Alibaba,Retail,1,SIM Swap,97,26.95,92.47,71.12,VERY HIGH,5,Yellow,1,0,0,-2151.23,0.0,2186.29
TXN-00047210,CUST-006808,2024-06-20,932.27,Refund,Mobile Banking,Financial Services / Money Transfer,Wise,Retail,1,SIM Swap,91,31.91,93.67,71.12,VERY HIGH,6,Yellow,1,1,0,-2053.27,932.27,978.88
TXN-00045581,CUST-007076,2024-08-13,3588.16,Transfer,Internet Banking,Restaurants & Food Delivery,McDonald's,Retail,1,SIM Swap,97,26.95,92.46,71.12,VERY HIGH,5,Yellow,1,0,0,-7348.71,3588.16,3767.57
TXN-00016669,CUST-006986,2024-05-26,6653.98,Transfer,Mobile Banking,Travel & Airlines,Lufthansa,Retail,1,Identity Theft,89,34.75,92.69,71.12,VERY HIGH,6,Yellow,1,0,0,-6973.62,0.0,6986.68
TXN-00012975,CUST-003680,2023-09-21,6252.31,Payment,POS Terminal,Grocery & Supermarkets,Tesco,Retail,1,Account Takeover,91,32.62,92.8,71.11,VERY HIGH,6,Yellow,1,0,0,-6571.38,0.0,6564.93
TXN-00004273,CUST-004177,2023-02-19,1718.86,Payment,USSD,Financial Services / Money Transfer,MoneyGram,Premium,1,Phishing,92,31.91,92.48,71.11,VERY HIGH,6,Yellow,1,0,0,-3525.84,1718.86,1804.8
TXN-00036611,CUST-004677,2024-02-04,2114.12,Payment,ATM,Electronics & Technology,Best Buy,Retail,1,Mule Account,100,24.11,92.2,71.1,VERY HIGH,5,Yellow,1,0,0,-2222.12,0.0,2219.83
TXN-00042215,CUST-002091,2024-01-19,97483.69,Withdrawal,API/Open Banking,Grocery & Supermarkets,ALDI,SME,1,Friendly Fraud,85,35.46,96.42,71.09,VERY HIGH,7,Yellow,0,0,0,-97581.48,97483.69,0.0
TXN-00017810,CUST-001507,2023-06-28,12390.92,Purchase,ATM,Restaurants & Food Delivery,Uber Eats,Premium,1,Friendly Fraud,100,21.99,94.63,71.09,VERY HIGH,4,Yellow,1,0,0,-25191.07,12390.92,13010.47
TXN-00014545,CUST-002655,2023-06-29,91709.62,Transfer,Mobile Banking,Online Marketplaces,eBay,SME,1,Phishing,90,29.08,98.02,71.08,VERY HIGH,5,Yellow,1,1,0,-201578.14,91709.62,96295.1
TXN-00014198,CUST-002145,2024-11-17,35006.77,Purchase,ATM,Financial Services / Money Transfer,Western Union,Premium,1,First Party Fraud,87,34.75,94.87,71.07,VERY HIGH,6,Yellow,0,0,0,-34412.11,35006.77,0.0
TXN-00030557,CUST-007219,2024-10-14,502.44,Purchase,ATM,Online Marketplaces,Alibaba,Student,1,Friendly Fraud,100,23.4,92.92,71.07,VERY HIGH,5,Yellow,1,0,0,-519.28,0.0,527.56
TXN-00029589,CUST-005016,2024-11-06,6289.99,Transfer,Mobile Banking,Grocery & Supermarkets,Tesco,Retail,1,Authorised Push Payment,90,32.62,93.8,71.06,VERY HIGH,6,Yellow,1,0,0,-12882.03,6289.99,6604.49
TXN-00020583,CUST-007228,2024-11-21,4338.7,Reversal,Internet Banking,Restaurants & Food Delivery,McDonald's,Retail,1,Identity Theft,97,26.24,93.08,71.06,VERY HIGH,5,Yellow,1,0,1,-4564.81,0.0,4555.64
TXN-00042880,CUST-003430,2023-04-13,4359.04,Wire Transfer,Mobile Banking,Gaming & Gambling,Steam,Premium,1,Phishing,91,31.91,93.46,71.06,VERY HIGH,6,Yellow,1,0,0,-8914.54,4359.04,4576.99
TXN-00021154,CUST-006462,2024-07-22,43861.88,Purchase,Mobile Banking,Grocery & Supermarkets,ALDI,Private Banking,1,Mule Account,100,20.57,96.16,71.05,VERY HIGH,4,Yellow,1,0,0,-45309.68,0.0,46054.97
TXN-00047434,CUST-003445,2024-04-11,7123.4,Transfer,Internet Banking,Retail / General Merchandise,Target,NRI / Diaspora,1,Friendly Fraud,98,25.53,92.69,71.04,VERY HIGH,5,Yellow,1,0,0,-7465.58,0.0,7479.57
TXN-00028014,CUST-004821,2023-11-07,12279.41,Purchase,ATM,Real Estate,Zillow Rental,Retail,1,First Party Fraud,90,33.33,92.9,71.04,VERY HIGH,6,Yellow,0,0,0,208.28,0.0,0.0
TXN-00021133,CUST-006349,2023-12-16,15758.96,Card Not Present,ATM,Crypto Exchanges,Kraken,Premium,1,SIM Swap,97,26.95,92.19,71.04,VERY HIGH,5,Yellow,0,0,0,-0.32,0.0,0.0
TXN-00008907,CUST-000772,2024-03-20,1230136.56,Withdrawal,Internet Banking,Fuel & Petroleum,ExxonMobil,Corporate,1,Synthetic Identity,91,27.66,98.33,71.03,VERY HIGH,5,Yellow,0,0,0,-1231367.07,1230136.56,0.0
TXN-00019391,CUST-005428,2023-07-10,3017.45,Transfer,Internet Banking,Financial Services / Money Transfer,Remitly,Retail,1,Card Not Present Fraud,99,26.95,89.79,71.02,VERY HIGH,5,Yellow,0,0,0,5.81,0.0,0.0
TXN-00016360,CUST-006590,2024-04-23,10552.55,Transfer,Mobile Banking,Financial Services / Money Transfer,Western Union,SME,1,Identity Theft,91,31.91,93.33,71.02,VERY HIGH,6,Yellow,1,0,0,-21611.76,10552.55,11080.18
TXN-00034194,CUST-003144,2023-03-18,83177.97,Interest Credit,Mobile Banking,Online Marketplaces,Flipkart,Premium,1,Account Takeover,89,31.21,96.48,71.02,VERY HIGH,6,Yellow,0,0,0,-83344.64,83177.97,0.0
TXN-00007032,CUST-007057,2023-02-22,76280.3,Transfer,Mobile Banking,Financial Services / Money Transfer,Remitly,SME,1,Card Not Present Fraud,90,32.62,93.63,71.01,VERY HIGH,6,Yellow,0,0,0,152.3,0.0,0.0
TXN-00009690,CUST-007873,2023-01-31,4624.0,Refund,Mobile Banking,Retail / General Merchandise,Target,Student,1,Synthetic Identity,89,33.33,93.97,71.01,VERY HIGH,6,Yellow,0,1,0,-703.07,0.0,0.0
TXN-00019721,CUST-005902,2023-11-09,62841.1,Withdrawal,Mobile Banking,Retail / General Merchandise,Best Buy,Premium,1,Authorised Push Payment,92,29.08,95.36,70.99,VERY HIGH,5,Yellow,1,0,0,-66046.2,0.0,65983.15
TXN-00047216,CUST-004654,2024-02-13,377003.95,Transfer,Mobile Banking,Restaurants & Food Delivery,Uber Eats,Corporate,1,Account Takeover,92,26.24,98.65,70.98,VERY HIGH,5,Yellow,1,0,0,-772104.44,377003.95,395854.15
TXN-00018187,CUST-006598,2024-02-19,12556.84,Payment,Mobile Banking,Government & Taxes,DMV,Retail,1,Account Takeover,94,29.08,92.97,70.97,VERY HIGH,5,Yellow,1,0,0,-13197.55,0.0,13184.68
